"id","year","month","casenumber","disease","animalspecies","datestart","dateend","country","nuts","districtcode","postcode","unit","value","annotation","sourceid"
"185","2016","6","TKH-2016-000236","American foulbrood of honey bees","1341976","2016-06-14","2016-08-26","AUT","AT12","308",NULL,"number","1",NULL,"59"
"186","2016","6","TKH-2016-000237","American foulbrood of honey bees","1341976","2016-06-14","2016-08-26","AUT","AT12","308",NULL,"number","1",NULL,"59"
"187","2016","6","TKH-2016-000240","American foulbrood of honey bees","1341976","2016-06-12","2016-09-18","AUT","AT32","504",NULL,"number","1",NULL,"59"
"188","2016","6","TKH-2016-000241","American foulbrood of honey bees","1341976","2016-06-12","2016-09-18","AUT","AT32","504",NULL,"number","1",NULL,"59"
"189","2016","6","TKH-2016-000242","American foulbrood of honey bees","1341976","2016-06-16","2016-09-09","AUT","AT32","504",NULL,"number","1",NULL,"59"
"190","2016","6","TKH-2016-000243","American foulbrood of honey bees","1341976","2016-06-13","2016-09-25","AUT","AT33","705",NULL,"number","1",NULL,"59"
"191","2016","6","TKH-2016-000249","American foulbrood of honey bees","1341976","2016-06-28","2016-09-06","AUT","AT31","413",NULL,"number","1",NULL,"59"
"192","2016","6","TKH-2016-000251","American foulbrood of honey bees","1341976","2016-06-11","2016-09-27","AUT","AT32","504",NULL,"number","1",NULL,"59"
"193","2016","6","TKH-2016-000255","American foulbrood of honey bees","1341976","2016-06-12","2016-09-18","AUT","AT32","504",NULL,"number","1",NULL,"59"
"194","2016","6","TKH-2016-000258","American foulbrood of honey bees","1341976","2016-06-03",NULL,"AUT","AT22","621",NULL,"number","1",NULL,"59"
"195","2016","6","TKH-2016-000259","American foulbrood of honey bees","1341976","2016-06-03",NULL,"AUT","AT22","621",NULL,"number","1",NULL,"59"
"196","2016","6","TKH-2016-000269","American foulbrood of honey bees","1341976","2016-06-19","2016-09-18","AUT","AT32","504",NULL,"number","1",NULL,"59"
"197","2016","7","TKH-2016-000276","American foulbrood of honey bees","1341976","2016-07-05","2018-07-30","AUT","AT22","620",NULL,"number","1",NULL,"60"
"198","2016","6","TKH-2016-000282","American foulbrood of honey bees","1341976","2016-06-30",NULL,"AUT","AT21","203",NULL,"number","1",NULL,"59"
"199","2016","6","TKH-2016-000285","American foulbrood of honey bees","1341976","2016-06-26","2016-09-01","AUT","AT32","504",NULL,"number","1",NULL,"59"
"200","2016","7","TKH-2016-000290","American foulbrood of honey bees","1341976","2016-07-05","2016-11-09","AUT","AT22","623",NULL,"number","1",NULL,"59"
"201","2016","6","TKH-2016-000297","American foulbrood of honey bees","1341976","2016-06-04","2016-09-24","AUT","AT33","705",NULL,"number","1",NULL,"59"
"202","2016","6","TKH-2016-000298","American foulbrood of honey bees","1341976","2016-06-04","2016-09-24","AUT","AT33","705",NULL,"number","1",NULL,"59"
"203","2016","7","TKH-2016-000301","American foulbrood of honey bees","1341976","2016-07-06","2016-10-17","AUT","AT32","504",NULL,"number","1",NULL,"59"
"204","2016","7","TKH-2016-000302","American foulbrood of honey bees","1341976","2016-07-06","2017-04-19","AUT","AT32","504",NULL,"number","1",NULL,"59"
"205","2016","7","TKH-2016-000303","American foulbrood of honey bees","1341976","2016-07-06","2017-04-19","AUT","AT32","504",NULL,"number","1",NULL,"59"
"206","2016","7","TKH-2016-000308","American foulbrood of honey bees","1341976","2016-07-11","2016-09-16","AUT","AT33","705",NULL,"number","1",NULL,"59"
"207","2016","7","TKH-2016-000309","American foulbrood of honey bees","1341976","2016-07-11",NULL,"AUT","AT31","409",NULL,"number","1",NULL,"59"
"208","2016","7","TKH-2016-000310","American foulbrood of honey bees","1341976","2016-07-22","2016-09-28","AUT","AT12","305",NULL,"number","1",NULL,"59"
"209","2016","7","TKH-2016-000315","American foulbrood of honey bees","1341976","2016-07-22","2019-04-11","AUT","AT31","409",NULL,"number","1",NULL,"60"
"210","2016","7","TKH-2016-000334","American foulbrood of honey bees","1341976","2016-07-29",NULL,"AUT","AT31","409",NULL,"number","1",NULL,"59"
"211","2016","8","TKH-2016-000353","American foulbrood of honey bees","1341976","2016-08-01",NULL,"AUT","AT31","409",NULL,"number","1",NULL,"59"
"212","2016","8","TKH-2016-000356","American foulbrood of honey bees","1341976","2016-08-04","2017-04-10","AUT","AT32","504",NULL,"number","1",NULL,"59"
"213","2016","8","TKH-2016-000368","American foulbrood of honey bees","1341976","2016-08-02","2017-04-06","AUT","AT22","616",NULL,"number","1",NULL,"59"
"214","2016","8","TKH-2016-000382","American foulbrood of honey bees","1341976","2016-08-12","2017-05-12","AUT","AT32","504",NULL,"number","1",NULL,"59"
"215","2016","8","TKH-2016-000385","American foulbrood of honey bees","1341976","2016-08-10","2016-10-18","AUT","AT31","412",NULL,"number","1",NULL,"59"
"216","2016","9","TKH-2016-000387","American foulbrood of honey bees","1341976","2016-09-05","2016-10-24","AUT","AT31","415",NULL,"number","1",NULL,"29"
"217","2016","10","TKH-2016-000396","American foulbrood of honey bees","1341976","2016-10-04","2017-04-11","AUT","AT12","305",NULL,"number","1",NULL,"29"
"218","2016","8","TKH-2016-000397","American foulbrood of honey bees","1341976","2016-08-29","2017-04-06","AUT","AT22","616",NULL,"number","1",NULL,"59"
"219","2016","8","TKH-2016-000398","American foulbrood of honey bees","1341976","2016-08-29","2017-04-06","AUT","AT22","616",NULL,"number","1",NULL,"59"
"220","2016","8","TKH-2016-000401","American foulbrood of honey bees","1341976","2016-08-23","2017-04-11","AUT","AT12","305",NULL,"number","1",NULL,"59"
"221","2016","4","TKH-2016-000404","American foulbrood of honey bees","1341976","2016-04-21","2016-10-17","AUT","AT34","802",NULL,"number","1",NULL,"59"
"222","2016","6","TKH-2016-000405","American foulbrood of honey bees","1341976","2016-06-21","2016-10-17","AUT","AT34","802",NULL,"number","1",NULL,"59"
"223","2016","7","TKH-2016-000406","American foulbrood of honey bees","1341976","2016-07-26","2017-03-27","AUT","AT34","803",NULL,"number","1",NULL,"59"
"224","2016","7","TKH-2016-000407","American foulbrood of honey bees","1341976","2016-07-31","2017-04-06","AUT","AT34","802",NULL,"number","1",NULL,"59"
"225","2016","8","TKH-2016-000415","American foulbrood of honey bees","1341976","2016-08-30","2017-04-06","AUT","AT34","802",NULL,"number","1",NULL,"59"
"226","2016","10","TKH-2016-000425","American foulbrood of honey bees","1341976","2016-10-04","2017-05-12","AUT","AT12","305",NULL,"number","1",NULL,"29"
"227","2016","10","TKH-2016-000431","American foulbrood of honey bees","1341976","2016-10-04","2017-04-11","AUT","AT12","305",NULL,"number","1",NULL,"29"
"228","2016","10","TKH-2016-000432","American foulbrood of honey bees","1341976","2016-10-04","2017-04-11","AUT","AT12","305",NULL,"number","1",NULL,"29"
"229","2016","10","TKH-2016-000433","American foulbrood of honey bees","1341976","2016-10-05","2017-04-11","AUT","AT12","305",NULL,"number","1",NULL,"29"
"230","2016","9","TKH-2016-000439","American foulbrood of honey bees","1341976","2016-09-07","2017-06-09","AUT","AT34","802",NULL,"number","1",NULL,"29"
"231","2016","9","TKH-2016-000443","American foulbrood of honey bees","1341976","2016-09-02","2017-05-31","AUT","AT12","323",NULL,"number","1",NULL,"29"
"232","2016","4","TKH-2016-000451","American foulbrood of honey bees","1341976","2016-04-29","2016-09-26","AUT","AT12","323",NULL,"number","1",NULL,"1"
"233","2016","9","TKH-2016-000452","American foulbrood of honey bees","1341976","2016-09-02","2017-05-18","AUT","AT12","323",NULL,"number","1",NULL,"29"
"234","2016","10","TKH-2016-000491","American foulbrood of honey bees","1341976","2016-10-11","2017-06-14","AUT","AT33","703",NULL,"number","1",NULL,"29"
"235","2016","10","TKH-2016-000494","American foulbrood of honey bees","1341976","2016-10-03","2017-06-09","AUT","AT34","802",NULL,"number","1",NULL,"29"
"236","2016","10","TKH-2016-000495","American foulbrood of honey bees","1341976","2016-10-03","2017-06-09","AUT","AT34","802",NULL,"number","1",NULL,"29"
"237","2016","10","TKH-2016-000511","American foulbrood of honey bees","1341976","2016-10-18","2017-06-09","AUT","AT34","802",NULL,"number","1",NULL,"29"
"238","2016","12","TKH-2016-000550","American foulbrood of honey bees","1341976","2016-12-12","2017-06-19","AUT","AT33","704",NULL,"number","1",NULL,"23"
"239","2016","12","TKH-2016-000554","American foulbrood of honey bees","1341976","2016-12-07",NULL,"AUT","AT31","415",NULL,"number","1",NULL,"24"
"240","2017","2","TKH-2016-000570","American foulbrood of honey bees","1341976","2017-02-13","2017-04-03","AUT","AT32","504",NULL,"number","1",NULL,"21"
"241","2017","4","TKH-2017-000155","American foulbrood of honey bees","1341976","2017-04-03","2017-06-21","AUT","AT22","606",NULL,"number","1",NULL,"23"
"242","2017","3","TKH-2017-000156","American foulbrood of honey bees","1341976","2017-03-17","2018-07-30","AUT","AT22","620",NULL,"number","1",NULL,"60"
"243","2017","3","TKH-2017-000157","American foulbrood of honey bees","1341976","2017-03-21",NULL,"AUT","AT34","804",NULL,"number","1",NULL,"23"
"244","2017","3","TKH-2017-000165","American foulbrood of honey bees","1341976","2017-03-31","2017-05-19","AUT","AT22","620",NULL,"number","1",NULL,"22"
"245","2017","4","TKH-2017-000166","American foulbrood of honey bees","1341976","2017-04-03","2017-06-20","AUT","AT12","318",NULL,"number","1",NULL,"23"
"246","2017","3","TKH-2017-000167","American foulbrood of honey bees","1341976","2017-03-29",NULL,"AUT","AT31","404",NULL,"number","1",NULL,"21"
"247","2017","4","TKH-2017-000169","American foulbrood of honey bees","1341976","2017-04-05","2017-05-29","AUT","AT31","404",NULL,"number","1",NULL,"22"
"248","2017","4","TKH-2017-000173","American foulbrood of honey bees","1341976","2017-04-24","2017-06-19","AUT","AT33","704",NULL,"number","1",NULL,"23"
"249","2017","4","TKH-2017-000177","American foulbrood of honey bees","1341976","2017-04-10",NULL,"AUT","AT31","416",NULL,"number","1",NULL,"23"
"250","2017","4","TKH-2017-000181","American foulbrood of honey bees","1341976","2017-04-15","2017-06-14","AUT","AT33","703",NULL,"number","1",NULL,"23"
"251","2017","4","TKH-2017-000185","American foulbrood of honey bees","1341976","2017-04-13",NULL,"AUT","AT12","322",NULL,"number","1",NULL,"24"
"252","2017","4","TKH-2017-000220","American foulbrood of honey bees","1341976","2017-04-25","2017-06-08","AUT","AT32","506",NULL,"number","1",NULL,"23"
"253","2017","5","TKH-2017-000223","American foulbrood of honey bees","1341976","2017-05-01",NULL,"AUT","AT12","318",NULL,"number","1",NULL,"25"
"254","2017","5","TKH-2017-000229","American foulbrood of honey bees","1341976","2017-05-09","2017-11-08","AUT","AT22","611",NULL,"number","1",NULL,"24"
"255","2017","5","TKH-2017-000234","American foulbrood of honey bees","1341976","2017-05-22","2017-09-07","AUT","AT33","705",NULL,"number","1",NULL,"24"
"256","2017","5","TKH-2017-000235","American foulbrood of honey bees","1341976","2017-05-22","2017-10-02","AUT","AT33","705",NULL,"number","1",NULL,"24"
"257","2017","5","TKH-2017-000239","American foulbrood of honey bees","1341976","2017-05-09","2017-08-21","AUT","AT22","606",NULL,"number","1",NULL,"23"
"258","2017","5","TKH-2017-000240","American foulbrood of honey bees","1341976","2017-05-05","2017-08-21","AUT","AT22","606",NULL,"number","1",NULL,"23"
"259","2017","5","TKH-2017-000242","American foulbrood of honey bees","1341976","2017-05-22","2017-09-07","AUT","AT33","705",NULL,"number","1",NULL,"24"
"260","2017","5","TKH-2017-000245","American foulbrood of honey bees","1341976","2017-05-30","2018-06-25","AUT","AT22","614",NULL,"number","1",NULL,"47"
"261","2017","4","TKH-2017-000248","American foulbrood of honey bees","1341976","2017-04-29","2017-08-08","AUT","AT31","408",NULL,"number","1",NULL,"23"
"262","2017","5","TKH-2017-000263","American foulbrood of honey bees","1341976","2017-05-22","2017-08-22","AUT","AT12","315",NULL,"number","1",NULL,"23"
"263","2017","5","TKH-2017-000265","American foulbrood of honey bees","1341976","2017-05-18","2018-05-29","AUT","AT22","614",NULL,"number","1",NULL,"25"
"264","2017","5","TKH-2017-000269","American foulbrood of honey bees","1341976","2017-05-29","2017-08-08","AUT","AT21","204",NULL,"number","1",NULL,"23"
"265","2017","6","TKH-2017-000271","American foulbrood of honey bees","1341976","2017-06-01","2017-08-08","AUT","AT21","204",NULL,"number","1",NULL,"23"
"266","2017","6","TKH-2017-000278","American foulbrood of honey bees","1341976","2017-06-07","2019-10-25","AUT","AT22","614",NULL,"number","1",NULL,"60"
"267","2017","6","TKH-2017-000279","American foulbrood of honey bees","1341976","2017-06-13","2018-05-29","AUT","AT22","614",NULL,"number","1",NULL,"25"
"268","2017","6","TKH-2017-000280","American foulbrood of honey bees","1341976","2017-06-13","2019-06-25","AUT","AT22","614",NULL,"number","1",NULL,"60"
"269","2017","6","TKH-2017-000292","American foulbrood of honey bees","1341976","2017-06-06","2017-10-11","AUT","AT31","414",NULL,"number","1",NULL,"24"
"270","2017","6","TKH-2017-000295","American foulbrood of honey bees","1341976","2017-06-06","2017-10-19","AUT","AT12","309",NULL,"number","1",NULL,"24"
"271","2017","6","TKH-2017-000298","American foulbrood of honey bees","1341976","2017-06-14","2017-08-18","AUT","AT31","413",NULL,"number","1",NULL,"23"
"272","2017","5","TKH-2017-000315","American foulbrood of honey bees","1341976","2017-05-02",NULL,"AUT","AT31","408",NULL,"number","1",NULL,"24"
"273","2017","6","TKH-2017-000323","American foulbrood of honey bees","1341976","2017-06-28","2017-10-19","AUT","AT12","309",NULL,"number","1",NULL,"24"
"274","2017","7","TKH-2017-000325","American foulbrood of honey bees","1341976","2017-07-07","2017-11-24","AUT","AT13","900",NULL,"number","1",NULL,"24"
"275","2017","7","TKH-2017-000330","American foulbrood of honey bees","1341976","2017-07-06","2017-10-16","AUT","AT31","414",NULL,"number","1",NULL,"24"
"276","2017","7","TKH-2017-000338","American foulbrood of honey bees","1341976","2017-07-14","2017-09-18","AUT","AT31","416",NULL,"number","1",NULL,"24"
"277","2017","7","TKH-2017-000342","American foulbrood of honey bees","1341976","2017-07-19","2017-07-26","AUT","AT32","505",NULL,"number","1",NULL,"6"
"278","2017","7","TKH-2017-000344","American foulbrood of honey bees","1341976","2017-07-21","2017-10-16","AUT","AT31","414",NULL,"number","1",NULL,"24"
"279","2017","8","TKH-2017-000348","American foulbrood of honey bees","1341976","2017-08-02","2017-10-10","AUT","AT12","303",NULL,"number","1",NULL,"24"
"280","2017","7","TKH-2017-000350","American foulbrood of honey bees","1341976","2017-07-23","2018-04-27","AUT","AT32","505",NULL,"number","1",NULL,"24"
"281","2017","7","TKH-2017-000353","American foulbrood of honey bees","1341976","2017-07-24","2018-04-16","AUT","AT11","108",NULL,"number","1",NULL,"24"
"282","2017","7","TKH-2017-000355","American foulbrood of honey bees","1341976","2017-07-26","2018-06-08","AUT","AT12","325",NULL,"number","1",NULL,"47"
"283","2017","5","TKH-2017-000365","American foulbrood of honey bees","1341976","2017-05-08","2017-08-07","AUT","AT31","408",NULL,"number","1",NULL,"7"
"284","2017","5","TKH-2017-000370","American foulbrood of honey bees","1341976","2017-05-08","2017-08-07","AUT","AT31","408",NULL,"number","1",NULL,"7"
"285","2017","5","TKH-2017-000371","American foulbrood of honey bees","1341976","2017-05-15","2017-08-07","AUT","AT31","408",NULL,"number","1",NULL,"7"
"286","2017","8","TKH-2017-000376","American foulbrood of honey bees","1341976","2017-08-03","2018-04-27","AUT","AT32","505",NULL,"number","1",NULL,"24"
"287","2017","5","TKH-2017-000377","American foulbrood of honey bees","1341976","2017-05-12","2017-08-08","AUT","AT31","408",NULL,"number","1",NULL,"7"
"288","2017","5","TKH-2017-000378","American foulbrood of honey bees","1341976","2017-05-10","2017-08-07","AUT","AT31","408",NULL,"number","1",NULL,"7"
"289","2017","7","TKH-2017-000386","American foulbrood of honey bees","1341976","2017-07-31","2018-04-24","AUT","AT12","315",NULL,"number","1",NULL,"24"
"290","2017","8","TKH-2017-000388","American foulbrood of honey bees","1341976","2017-08-03","2018-05-25","AUT","AT34","802",NULL,"number","1",NULL,"25"
"291","2017","7","TKH-2017-000391","American foulbrood of honey bees","1341976","2017-07-31","2017-10-04","AUT","AT31","408",NULL,"number","1",NULL,"24"
"292","2017","7","TKH-2017-000392","American foulbrood of honey bees","1341976","2017-07-10","2017-10-04","AUT","AT31","408",NULL,"number","1",NULL,"24"
"293","2017","8","TKH-2017-000399","American foulbrood of honey bees","1341976","2017-08-16","2018-06-07","AUT","AT12","315",NULL,"number","1",NULL,"47"
"294","2017","8","TKH-2017-000400","American foulbrood of honey bees","1341976","2017-08-17",NULL,"AUT","AT21","206",NULL,"number","1",NULL,"60"
"295","2017","8","TKH-2017-000401","American foulbrood of honey bees","1341976","2017-08-21","2018-04-20","AUT","AT31","417",NULL,"number","1",NULL,"24"
"296","2017","8","TKH-2017-000402","American foulbrood of honey bees","1341976","2017-08-24","2018-05-25","AUT","AT34","802",NULL,"number","1",NULL,"25"
"297","2017","8","TKH-2017-000404","American foulbrood of honey bees","1341976","2017-08-21","2018-04-24","AUT","AT12","315",NULL,"number","1",NULL,"24"
"298","2017","8","TKH-2017-000410","American foulbrood of honey bees","1341976","2017-08-21","2017-09-28","AUT","AT34","804",NULL,"number","1",NULL,"24"
"299","2017","9","TKH-2017-000424","American foulbrood of honey bees","1341976","2017-09-05","2018-06-04","AUT","AT31","417",NULL,"number","1",NULL,"47"
"300","2017","9","TKH-2017-000425","American foulbrood of honey bees","1341976","2017-09-14","2017-09-15","AUT","AT22","614",NULL,"number","1",NULL,"24"
"301","2017","9","TKH-2017-000429","American foulbrood of honey bees","1341976","2017-09-04","2018-06-11","AUT","AT33","706",NULL,"number","1",NULL,"47"
"302","2017","9","TKH-2017-000434","American foulbrood of honey bees","1341976","2017-09-13",NULL,"AUT","AT21","206",NULL,"number","1",NULL,"60"
"303","2017","9","TKH-2017-000440","American foulbrood of honey bees","1341976","2017-09-18","2017-10-17","AUT","AT22","617",NULL,"number","1",NULL,"24"
"304","2017","10","TKH-2017-000447","American foulbrood of honey bees","1341976","2017-10-05","2017-10-17","AUT","AT22","617",NULL,"number","1",NULL,"9"
"305","2017","10","TKH-2017-000449","American foulbrood of honey bees","1341976","2017-10-02","2018-05-07","AUT","AT12","320",NULL,"number","1",NULL,"15"
"306","2017","10","TKH-2017-000450","American foulbrood of honey bees","1341976","2017-10-04","2018-06-19","AUT","AT21","201",NULL,"number","1",NULL,"47"
"307","2017","10","TKH-2017-000462","American foulbrood of honey bees","1341976","2017-10-26","2018-04-26","AUT","AT12","303",NULL,"number","1",NULL,"15"
"308","2017","10","TKH-2017-000463","American foulbrood of honey bees","1341976","2017-10-25","2018-04-26","AUT","AT12","303",NULL,"number","1",NULL,"15"
"309","2017","11","TKH-2017-000474","American foulbrood of honey bees","1341976","2017-11-29","2019-09-30","AUT","AT22","614",NULL,"number","1",NULL,"60"
"310","2018","2","TKH-2018-000028","American foulbrood of honey bees","1341976","2018-02-09","2018-02-12","AUT","AT22","623",NULL,"number","1",NULL,"13"
"311","2018","2","TKH-2018-000030","American foulbrood of honey bees","1341976","2018-02-09","2018-04-26","AUT","AT22","623",NULL,"number","1",NULL,"15"
"312","2018","3","TKH-2018-000055","American foulbrood of honey bees","1341976","2018-03-23","2018-06-20","AUT","AT33","709",NULL,"number","1",NULL,"47"
"313","2018","4","TKH-2018-000061","American foulbrood of honey bees","1341976","2018-04-08","2018-06-25","AUT","AT34","802",NULL,"number","1",NULL,"47"
"314","2018","4","TKH-2018-000064","American foulbrood of honey bees","1341976","2018-04-09","2018-06-27","AUT","AT12","320",NULL,"number","1",NULL,"47"
"315","2018","4","TKH-2018-000065","American foulbrood of honey bees","1341976","2018-04-20","2019-06-25","AUT","AT22","614",NULL,"number","1",NULL,"60"
"316","2018","4","TKH-2018-000066","American foulbrood of honey bees","1341976","2018-04-20","2019-06-25","AUT","AT22","614",NULL,"number","1",NULL,"60"
"317","2018","4","TKH-2018-000075","American foulbrood of honey bees","1341976","2018-04-23","2018-07-19","AUT","AT22","614",NULL,"number","1",NULL,"60"
"318","2018","4","TKH-2018-000076","American foulbrood of honey bees","1341976","2018-04-20","2018-06-28","AUT","AT22","601",NULL,"number","1",NULL,"47"
"319","2018","4","TKH-2018-000078","American foulbrood of honey bees","1341976","2018-04-16","2018-09-17","AUT","AT12","309",NULL,"number","1",NULL,"60"
"320","2018","5","TKH-2018-000080","American foulbrood of honey bees","1341976","2018-05-02","2019-06-26","AUT","AT22","614",NULL,"number","1",NULL,"60"
"321","2018","5","TKH-2018-000084","American foulbrood of honey bees","1341976","2018-05-07","2018-07-09","AUT","AT22","617",NULL,"number","1",NULL,"60"
"322","2018","4","TKH-2018-000086","American foulbrood of honey bees","1341976","2018-04-30","2018-08-20","AUT","AT12","323",NULL,"number","1",NULL,"60"
"323","2018","5","TKH-2018-000087","American foulbrood of honey bees","1341976","2018-05-11","2019-10-01","AUT","AT22","614",NULL,"number","1",NULL,"60"
"324","2018","5","TKH-2018-000090","American foulbrood of honey bees","1341976","2018-05-04","2018-09-12","AUT","AT12","309",NULL,"number","1",NULL,"60"
"325","2018","4","TKH-2018-000091","American foulbrood of honey bees","1341976","2018-04-27","2018-09-17","AUT","AT12","309",NULL,"number","1",NULL,"60"
"326","2018","5","TKH-2018-000092","American foulbrood of honey bees","1341976","2018-05-08","2018-09-12","AUT","AT12","309",NULL,"number","1",NULL,"60"
"327","2018","5","TKH-2018-000093","American foulbrood of honey bees","1341976","2018-05-14","2019-01-14","AUT","AT13","900",NULL,"number","1",NULL,"60"
"328","2018","5","TKH-2018-000095","American foulbrood of honey bees","1341976","2018-05-14","2018-05-28","AUT","AT22","614",NULL,"number","1",NULL,"25"
"329","2018","5","TKH-2018-000112","American foulbrood of honey bees","1341976","2018-05-13","2018-09-13","AUT","AT12","318",NULL,"number","1",NULL,"60"
"330","2018","5","TKH-2018-000115","American foulbrood of honey bees","1341976","2018-05-23","2018-09-13","AUT","AT12","318",NULL,"number","1",NULL,"60"
"331","2018","6","TKH-2018-000126","American foulbrood of honey bees","1341976","2018-06-18","2018-09-14","AUT","AT12","303",NULL,"number","1",NULL,"60"
"332","2018","6","TKH-2018-000136","American foulbrood of honey bees","1341976","2018-06-12","2018-10-09","AUT","AT21","204",NULL,"number","1",NULL,"60"
"333","2018","6","TKH-2018-000141","American foulbrood of honey bees","1341976","2018-06-06","2019-01-09","AUT","AT31","414",NULL,"number","1",NULL,"60"
"334","2018","6","TKH-2018-000142","American foulbrood of honey bees","1341976","2018-06-22","2018-09-14","AUT","AT12","303",NULL,"number","1",NULL,"60"
"335","2018","6","TKH-2018-000143","American foulbrood of honey bees","1341976","2018-06-25","2018-09-14","AUT","AT12","303",NULL,"number","1",NULL,"60"
"336","2018","6","TKH-2018-000151","American foulbrood of honey bees","1341976","2018-06-19",NULL,"AUT","AT21","207",NULL,"number","1",NULL,"60"
"337","2018","7","TKH-2018-000177","American foulbrood of honey bees","1341976","2018-07-03","2018-09-14","AUT","AT12","303",NULL,"number","1",NULL,"60"
"338","2018","7","TKH-2018-000181","American foulbrood of honey bees","1341976","2018-07-03","2018-09-14","AUT","AT12","303",NULL,"number","1",NULL,"60"
"339","2018","7","TKH-2018-000228","American foulbrood of honey bees","1341976","2018-07-07","2018-07-16","AUT","AT21","207",NULL,"number","1",NULL,"60"
"340","2018","7","TKH-2018-000230","American foulbrood of honey bees","1341976","2018-07-12","2019-04-25","AUT","AT21","207",NULL,"number","1",NULL,"60"
"341","2018","7","TKH-2018-000237","American foulbrood of honey bees","1341976","2018-07-16","2019-04-11","AUT","AT34","801",NULL,"number","1",NULL,"60"
"342","2018","7","TKH-2018-000238","American foulbrood of honey bees","1341976","2018-07-11","2018-10-05","AUT","AT22","621",NULL,"number","1",NULL,"60"
"343","2018","7","TKH-2018-000240","American foulbrood of honey bees","1341976","2018-07-11",NULL,"AUT","AT22","621",NULL,"number","1",NULL,"60"
"344","2018","7","TKH-2018-000244","American foulbrood of honey bees","1341976","2018-07-14","2019-04-12","AUT","AT12","325",NULL,"number","1",NULL,"60"
"345","2018","7","TKH-2018-000245","American foulbrood of honey bees","1341976","2018-07-18","2019-04-12","AUT","AT12","325",NULL,"number","1",NULL,"60"
"346","2018","7","TKH-2018-000258","American foulbrood of honey bees","1341976","2018-07-19","2019-04-25","AUT","AT21","207",NULL,"number","1",NULL,"60"
"347","2018","7","TKH-2018-000267","American foulbrood of honey bees","1341976","2018-07-31","2018-10-09","AUT","AT21","204",NULL,"number","1",NULL,"60"
"348","2018","7","TKH-2018-000269","American foulbrood of honey bees","1341976","2018-07-27","2019-04-12","AUT","AT12","325",NULL,"number","1",NULL,"60"
"349","2018","7","TKH-2018-000271","American foulbrood of honey bees","1341976","2018-07-25",NULL,"AUT","AT22","621",NULL,"number","1",NULL,"60"
"350","2018","7","TKH-2018-000272","American foulbrood of honey bees","1341976","2018-07-31",NULL,"AUT","AT22","621",NULL,"number","1",NULL,"60"
"351","2018","7","TKH-2018-000274","American foulbrood of honey bees","1341976","2018-07-27",NULL,"AUT","AT22","621",NULL,"number","1",NULL,"60"
"352","2018","7","TKH-2018-000275","American foulbrood of honey bees","1341976","2018-07-25","2019-02-05","AUT","AT22","621",NULL,"number","1",NULL,"60"
"353","2018","8","TKH-2018-000286","American foulbrood of honey bees","1341976","2018-08-16",NULL,"AUT","AT21","207",NULL,"number","1",NULL,"43"
"354","2018","8","TKH-2018-000292","American foulbrood of honey bees","1341976","2018-08-17","2019-04-24","AUT","AT33","708",NULL,"number","1",NULL,"44"
"355","2018","8","TKH-2018-000293","American foulbrood of honey bees","1341976","2018-08-17","2019-04-24","AUT","AT33","708",NULL,"number","1",NULL,"44"
"356","2018","8","TKH-2018-000305","American foulbrood of honey bees","1341976","2018-08-22","2019-04-11","AUT","AT34","801",NULL,"number","1",NULL,"44"
"357","2018","10","TKH-2018-000390","American foulbrood of honey bees","1341976","2018-10-16",NULL,"AUT","AT22","610",NULL,"number","1",NULL,"44"
"358","2018","11","TKH-2018-000403","American foulbrood of honey bees","1341976","2018-11-23","2019-05-23","AUT","AT22","603",NULL,"number","1",NULL,"44"
"359","2019","1","TKH-2019-000013","American foulbrood of honey bees","1341976","2019-01-22","2019-01-23","AUT","AT12","311",NULL,"number","1",NULL,"30"
"360","2019","3","TKH-2019-000049","American foulbrood of honey bees","1341976","2019-03-15","2019-05-24","AUT","AT12","318",NULL,"number","1",NULL,"44"
"361","2019","3","TKH-2019-000053","American foulbrood of honey bees","1341976","2019-03-14","2019-08-02","AUT","AT12","318",NULL,"number","1",NULL,"44"
"362","2019","3","TKH-2019-000060","American foulbrood of honey bees","1341976","2019-03-21","2019-06-27","AUT","AT31","409",NULL,"number","1",NULL,"44"
"363","2019","4","TKH-2019-000070","American foulbrood of honey bees","1341976","2019-04-12","2019-07-29","AUT","AT31","404",NULL,"number","1",NULL,"44"
"364","2019","4","TKH-2019-000071","American foulbrood of honey bees","1341976","2019-04-11","2019-07-10","AUT","AT31","409",NULL,"number","1",NULL,"44"
"365","2019","4","TKH-2019-000073","American foulbrood of honey bees","1341976","2019-04-18",NULL,"AUT","AT22","614",NULL,"number","1",NULL,"44"
"366","2019","4","TKH-2019-000077","American foulbrood of honey bees","1341976","2019-04-04",NULL,"AUT","AT31","409",NULL,"number","1",NULL,"44"
"367","2019","4","TKH-2019-000081","American foulbrood of honey bees","1341976","2019-04-19","2019-09-12","AUT","AT12","305",NULL,"number","1",NULL,"44"
"368","2019","4","TKH-2019-000082","American foulbrood of honey bees","1341976","2019-04-23","2019-07-02","AUT","AT12","306",NULL,"number","1",NULL,"44"
"369","2019","4","TKH-2019-000083","American foulbrood of honey bees","1341976","2019-04-29",NULL,"AUT","AT12","319",NULL,"number","1",NULL,"44"
"370","2019","4","TKH-2019-000085","American foulbrood of honey bees","1341976","2019-04-19",NULL,"AUT","AT12","317",NULL,"number","1",NULL,"44"
